proyecto_id,nombre,descripcion,fecha_inicio_plan,fecha_fin_plan,fecha_inicio_real,fecha_fin_real,horas_totales,horas_trabajadas,estado_id,tipo_proyecto_id,cliente_id,defectos_detectados,metadata_extraccion,catalogo_id
719,Portal Clientes GK,Antonio espacio siguientes miembros.,2022-03-12,2024-09-16,2022-03-14,,624,371,2,1,353,0,0,719
720,App Inventarios KG,Sabía espacio luego teoría políticos perdido primera.,2021-10-20,2022-07-09,2021-10-27,2022-07-10,931,821,4,5,186,4,0,720
721,App Inventarios ZN,Estados tras humanos estudios consumo.,2025-11-21,2025-12-31,2025-11-25,,2749,2033,2,3,314,0,0,721
722,Sistema RRHH DE,Resulta producción música han amor espacio todavía contra.,2023-01-31,2025-10-26,2023-01-29,2024-05-16,2747,819,5,3,359,5,0,722
723,Gestión Documental MX,Me da gracias él rey estuvo llegar seguir.,2025-06-06,2025-12-31,2025-06-21,,1209,1003,3,2,352,0,0,723
724,App Inventarios CP,Otra habría era diversas atención desde sí.,2022-08-16,2024-09-08,2022-08-31,2024-09-13,1803,921,4,4,439,7,0,724
725,App Inventarios AW,Curso calidad hemos niños político quien trabajadores.,2022-10-26,2024-03-29,2022-11-05,,3046,2939,3,4,91,0,0,725
726,Gestión Documental AV,Mundo cuestión debe respuesta ningún plan industria junto política.,2023-12-09,2025-11-25,2023-12-16,2025-11-25,2228,1622,4,4,162,9,0,726
727,Gestión Documental FO,Propios sentido acuerdo argentina nacional.,2021-05-15,2023-09-18,2021-05-20,2023-09-20,1041,832,4,1,84,2,0,727
728,Aplicación CRM GH,Viejo precios aquella memoria español total asunto salud recuerdo juez.,2023-04-19,2025-08-17,2023-04-26,,2739,2471,2,3,172,0,0,728
729,Sistema RRHH PN,Importantes curso sol afirmó país no vino propio santiago conciencia cama.,2024-03-30,2025-12-31,2024-03-23,2025-11-25,2040,1216,4,3,132,12,0,729
730,Gestión Documental GD,Embargo equipo bien fuentes libro ese seguro visto.,2024-01-10,2025-12-31,2024-01-11,,757,531,3,5,102,0,0,730
731,Sistema RRHH QW,Muestra nacional ayer apoyo son intereses estoy asociación asimismo.,2021-02-04,2023-02-28,,,1321,109,1,4,250,0,0,731
732,Aplicación CRM CX,Exterior propios puerta acto control ojos militares acto quizá encuentro.,2022-01-30,2022-09-22,2022-02-02,,1486,1377,3,2,324,0,0,732
733,Aplicación CRM SJ,Toda sino zona habría.,2020-08-14,2022-10-02,2020-08-11,2022-10-03,931,666,4,1,37,1,0,733
734,Gestión Documental OY,Cargo empresa joven presente vía hacer mujer nada lenguaje.,2023-05-18,2024-05-02,2023-05-22,2024-05-03,1209,1108,4,5,137,1,0,734
735,App Inventarios XB,Hablar tiene programa españoles grandes construcción.,2020-12-21,2022-05-08,2020-12-11,,1685,119,2,4,231,0,0,735
736,Plataforma Reservas RD,Defensa siguientes decir nuestra jóvenes.,2025-02-10,2025-12-31,2025-02-06,,3926,2644,3,3,339,0,0,736
737,App de Tareas XY,Obstante tengo estudio pronto han.,2020-03-12,2022-06-07,,,1569,123,1,1,49,0,0,737
738,Plataforma Reservas WR,Todavía ayuda hace tiempo producción dicho momentos operación crisis.,2025-09-11,2025-12-31,2025-09-09,2025-11-25,570,390,4,5,204,5,0,738
739,Portal Clientes QL,Tres abril aquella negro nunca.,2022-12-21,2023-12-26,2022-12-18,,2267,1535,2,4,454,0,0,739
740,App de Tareas AE,Presente programas peor anterior esfuerzo habría distintos importancia aparece.,2021-09-08,2023-08-05,,,1337,64,1,2,321,0,0,740
741,Aplicación CRM EU,Alta sé diversas visita miedo estructura trata debe etc entonces.,2022-09-10,2024-01-21,,,3762,450,1,3,340,0,0,741
742,App de Tareas HY,Ojos quedó vuelve tipos asociación económico buenos común.,2020-04-23,2021-10-31,2020-04-27,2021-11-04,957,530,4,5,446,4,0,742
743,Sistema Flotas NV,Ambos alguien poder calle segunda propios.,2025-10-12,2025-12-31,2025-10-15,2025-11-25,1335,1019,4,5,91,2,0,743
744,Portal Clientes KA,Aspectos su aun carácter santiago ambiente suelo existe.,2023-06-29,2024-07-03,2023-07-14,,3210,1875,2,4,178,0,0,744
745,App Inventarios WW,Ir animales éste jorge etc policía allá sea cultura verdad.,2025-08-11,2025-12-31,2025-08-10,,2064,1723,2,4,188,0,0,745
746,Gestión Documental SR,Económico precisamente pone victoria menos durante democracia día su.,2023-07-01,2025-07-16,2023-07-06,2025-07-22,2208,1122,4,2,418,10,0,746
747,Sistema ERP Alpha GF,Trabajar menos sector salir este junto europa horas ninguna música juan.,2023-12-29,2025-12-31,,,2227,21,1,4,387,0,0,747
748,App de Tareas HW,Barcelona mejores especie construcción los pesar posible derecho hacerlo.,2022-04-01,2023-03-09,2022-04-02,2023-03-12,829,563,4,2,306,2,0,748
749,Sistema RRHH TY,Plaza en armas este le mantener prueba juego construcción.,2022-09-13,2024-05-31,2022-09-15,,1468,1039,2,2,203,0,0,749
750,Sistema Flotas VK,Flores número teoría será encuentro técnica creación común además ayuda.,2021-06-23,2022-10-21,2021-07-08,2022-10-23,2916,2849,4,2,217,9,0,750
751,Portal Clientes ZU,Primer realidad seguro mucho les administración presencia fecha profesional democracia.,2021-05-09,2023-05-29,2021-05-01,,2845,1503,2,3,415,0,0,751
752,Gestión Documental UN,Sí anterior pueda naturaleza ha.,2024-08-16,2025-04-07,2024-08-28,2025-04-16,2854,620,4,4,57,13,0,752
753,Sistema ERP Alpha FK,Sus corazón j económico fácil ciudad encima países.,2021-08-25,2022-06-08,,,1695,53,1,1,78,0,0,753
754,Plataforma E-Commerce IP,Cierta amigos hora etapa formas silencio dejar estado.,2023-11-27,2024-09-18,2023-12-10,,2256,1873,2,3,145,0,0,754
755,Portal Clientes MH,Trabajo información mujer después exterior.,2021-10-08,2023-11-29,2021-10-08,2023-12-03,1610,1435,4,1,78,9,0,755
756,Aplicación CRM ZG,Produce idea efecto objetivo fuera ambos dicen lleva interés.,2021-05-15,2021-12-18,2021-05-07,2021-12-27,1129,939,4,4,191,2,0,756
757,App de Tareas LT,Fiscal línea blanco salida.,2020-12-30,2022-07-10,2021-01-04,,1292,1115,3,4,398,0,0,757
758,Sistema RRHH VW,Afirmó cantidad y duda madre casa teatro menor dólares.,2021-04-18,2022-08-01,2021-04-08,,3673,2655,2,3,431,0,0,758
759,Plataforma E-Commerce NX,Pp si lugar hace amigo.,2021-01-28,2021-10-19,2021-01-25,2021-10-20,2376,1125,4,2,366,8,0,759
760,Plataforma E-Commerce RR,Nuestro ella río encima niño costa cultura sistemas material.,2022-02-16,2023-03-05,2022-02-18,2023-03-16,826,606,4,5,49,4,0,760
761,App de Tareas LM,Rosa antes cuadro respuesta poder aún quedó.,2023-09-08,2024-06-11,2023-09-01,,1725,926,3,1,82,0,0,761
762,Sistema ERP Alpha CB,Sean cámara natural importantes empresas sol puerta lleva tiene ver.,2020-04-14,2022-11-03,2020-04-25,2022-11-11,2276,1966,4,2,153,6,0,762
763,App Inventarios GQ,Dirección españoles marco suficiente popular hijo presidente costa empresas fin.,2022-02-01,2023-04-01,2022-02-16,2023-04-05,2030,924,4,3,223,8,0,763
764,Sistema Flotas EN,Amor cultural ellos tuvo las quienes bueno produce.,2021-12-23,2023-11-20,2022-01-07,,686,537,2,1,125,0,0,764
765,Plataforma Reservas JE,Derecho bajo usted importancia vivir sistemas cuestión américa.,2024-11-18,2025-06-10,2024-11-15,2025-06-11,2321,1915,4,2,306,6,0,765
766,Aplicación CRM PA,Algún respecto tipo chile nuevas torno europa ayer partido.,2022-10-12,2023-07-13,,,722,229,1,1,174,0,0,766
767,Plataforma E-Commerce LY,Fuentes verdad encuentro asunto rafael ii verdad.,2023-06-05,2024-03-19,2023-06-02,2024-03-30,857,707,4,1,275,5,0,767
768,Plataforma E-Commerce CI,Son siquiera tiempo sido chile participación hora negro ciento cuya.,2022-08-30,2024-07-07,2022-09-12,2024-07-10,3649,3312,4,3,388,18,0,768
769,Sistema ERP Alpha FN,Tema diario ninguna sueño arriba.,2021-01-12,2023-02-01,2021-01-17,,1826,1616,2,2,371,0,0,769
770,Sistema Flotas XN,Si hasta las sino real.,2025-11-06,2025-12-31,2025-11-01,,1777,437,3,4,278,0,0,770
771,Sistema Flotas UB,Partido tener rodríguez solo rodríguez destino comenzó.,2020-06-12,2021-03-23,2020-06-19,2021-03-31,2127,2125,4,4,375,5,0,771
772,Aplicación CRM QY,General encuentran e quienes decía.,2023-03-25,2025-03-19,2023-03-29,,3109,2110,2,3,152,0,0,772
773,Sistema ERP Alpha RS,Llama b algo respecto entonces experiencia.,2023-07-08,2024-03-07,2023-07-17,2024-02-22,1759,642,5,4,260,4,0,773
774,App de Tareas OC,Duda san estaban aire don psoe.,2024-02-08,2024-11-14,2024-02-10,2024-11-22,1948,1531,4,1,370,8,0,774
775,Aplicación CRM OF,Vino espera m g sociedad reunión asunto.,2025-11-29,2025-12-31,2025-11-25,,1959,1830,2,2,283,0,0,775
776,App Inventarios EE,Así con acuerdo vía he contra haber función decisión.,2022-08-31,2024-07-09,2022-08-26,2024-07-10,689,616,4,1,268,5,0,776
777,Sistema Flotas WT,Bastante hija sino quien profesional hubiera julio quizá ello.,2023-05-28,2025-12-31,2023-06-07,2025-11-25,665,517,4,1,99,2,0,777
778,Sistema ERP Alpha ME,Relaciones radio marzo administración año visto caso.,2020-12-08,2022-05-01,2020-12-09,2022-05-02,924,698,4,5,320,2,0,778
779,Plataforma E-Commerce PB,Ciudad me pocos grupos algunas trabajar hace servicios debe.,2024-04-09,2025-03-09,2024-04-24,2025-03-09,1327,726,4,4,107,8,0,779
780,Sistema ERP Alpha BG,Sólo esos país haciendo consecuencia relaciones cuanto dio.,2025-01-19,2025-12-31,2025-01-28,,2511,1778,2,4,456,0,0,780
781,Plataforma Reservas RH,Central principio argentina autor lenguaje hizo sólo cuando algunas él.,2020-11-09,2022-08-13,2020-11-05,,1222,1100,2,1,376,0,0,781
782,Sistema RRHH RO,Ambiente producción tema hizo suerte amigo comunidad partido cualquier oficial santa.,2022-06-13,2023-02-26,2022-06-09,,2977,1545,3,2,52,0,0,782
783,App de Tareas UA,Cosas primeras parecía modelo industria.,2025-11-07,2025-12-31,2025-11-20,2025-11-25,766,686,4,5,128,2,0,783
784,Plataforma E-Commerce PK,Argentina aquí mayoría ninguna imposible iglesia población lo.,2022-03-30,2023-10-29,2022-04-11,,1133,772,2,5,327,0,0,784
785,App de Tareas EK,Podemos septiembre b necesario.,2022-02-07,2023-06-10,2022-02-09,2023-06-16,1538,1136,4,2,54,3,0,785
786,Aplicación CRM EH,Mirada sol torno g crisis.,2021-06-03,2022-03-11,2021-06-10,,2443,672,2,4,308,0,0,786
787,Sistema Flotas WJ,Menos película éste investigación ahí.,2024-08-22,2025-12-03,2024-08-19,,2324,1289,2,4,212,0,0,787
788,Aplicación CRM QQ,Último etc llamado casos claro dólares norte señora ocasiones.,2024-02-13,2025-12-31,2024-02-17,2025-05-26,920,211,5,5,193,4,0,788
789,App de Tareas HR,Fernando lo imágenes asunto amigos trabajo organización centro construcción teoría.,2023-01-21,2023-08-20,2023-01-15,,433,262,2,5,146,0,0,789
790,Sistema ERP Alpha NV,Historia dan buenos peor marco.,2025-10-09,2025-12-31,2025-10-23,2025-11-25,2089,1792,4,2,114,7,0,790
791,Plataforma Reservas IC,Pueden debía empresa mercado izquierda deseo muchas tener dejar precisamente.,2025-03-17,2025-12-31,2025-03-08,,716,435,2,5,293,0,0,791
792,Sistema Flotas HB,Sol volver esas general se trabajar algunos argentina recursos.,2022-06-19,2023-11-28,2022-06-16,2023-12-02,2751,1575,4,3,71,6,0,792
793,Portal Clientes NJ,Podía podría atrás una dos tú.,2025-01-16,2025-12-31,2025-01-29,,3330,2262,2,4,293,0,0,793
794,Plataforma E-Commerce HD,Largo estudio línea de incluso puesto tú intereses partes.,2024-10-08,2025-12-31,2024-10-20,,1708,892,2,4,406,0,0,794
795,Sistema ERP Alpha JF,Otras conocimiento servicios grado cabeza este corte.,2022-02-11,2024-02-14,2022-02-24,2024-02-16,1015,981,4,5,49,1,0,795
796,Sistema RRHH ZR,Relaciones piel según hombres manos ministro manuel permite.,2022-09-28,2024-06-16,2022-10-01,,2712,2050,2,3,395,0,0,796
797,Sistema RRHH ZL,Hechos nuestro están palabra casos gobierno.,2024-10-26,2025-12-31,2024-10-17,2025-11-25,423,310,4,5,117,1,0,797
798,App de Tareas OD,Tras mayo período sido tenemos acciones estamos políticas últimos libro.,2023-12-20,2024-05-30,2024-01-01,,2138,441,2,2,290,0,0,798
799,Sistema Flotas AA,Ha estudios constitución europa estuvo debido nivel sociedad fuerzas.,2021-01-30,2023-05-28,2021-02-07,,2825,1812,3,4,345,0,0,799
800,Sistema RRHH NI,Marco sólo solución primera grande puntos serán dólares fútbol otra.,2022-04-19,2024-04-08,2022-04-13,,3610,1126,2,3,222,0,0,800
801,App de Tareas PG,Podemos unidad garcía compañía entrar casa demasiado diez.,2020-06-13,2021-01-12,2020-06-15,2021-01-16,500,323,4,5,244,4,0,801
802,Plataforma E-Commerce SN,Nuevo carta comunidad posible poner industria casos ministro destino a.,2024-02-15,2025-12-18,2024-02-22,,1352,708,2,2,397,0,0,802
803,App de Tareas NS,Presidente de españoles hacia gran noche.,2024-01-11,2024-12-17,2024-01-20,2024-12-25,801,510,4,5,334,3,0,803
804,Sistema Flotas BG,Niños jorge cierto atención tras tu hija hombres decía.,2023-09-26,2024-07-30,2023-09-18,,2324,1703,3,4,137,0,0,804
805,Portal Clientes QN,Servicios ayuda cosas vía lucha partido.,2025-12-13,2025-12-31,2025-11-25,,2713,2642,2,3,217,0,0,805
806,Aplicación CRM IM,Sigue junto menos izquierda méxico hora hubiera felipe actividad.,2023-08-12,2024-10-02,2023-08-21,,2346,1598,2,3,13,0,0,806
807,Portal Clientes JB,Cara manuel un nivel siquiera aparece quizá.,2020-05-12,2022-05-16,2020-05-23,,1078,820,2,1,226,0,0,807
808,Sistema ERP Alpha WI,Contenido edad del primer economía podrá fuera rodríguez crisis.,2024-05-12,2025-12-31,2024-05-09,2025-11-25,830,95,5,1,373,4,0,808
809,Plataforma Reservas EL,Propia escuela español ocho llegado dar.,2025-08-07,2025-12-31,,,1303,21,1,1,148,0,0,809
810,App de Tareas TZ,Profesional siquiera sabe mes amigos.,2024-11-24,2025-12-31,2024-11-20,,2428,1489,2,3,12,0,0,810
811,Plataforma E-Commerce TG,Cinco derecha izquierda salir experiencia s donde si conocimiento sentido.,2025-08-28,2025-12-31,2025-09-06,,3123,2513,2,3,385,0,0,811
812,Sistema Flotas GF,Sé sentido sola asimismo produce sino aspecto fernando campo.,2023-07-29,2025-04-14,,,1371,782,1,1,343,0,0,812
813,Sistema ERP Alpha ED,Obra esta dejó arte puerta blanco si cuenta caso personal españa.,2025-06-03,2025-12-31,2025-06-02,,2348,1784,2,3,23,0,0,813
814,Plataforma E-Commerce KJ,Juan investigación permite ley médico principio.,2024-06-30,2025-12-31,2024-07-10,2025-11-25,2108,964,4,3,317,10,0,814
815,Plataforma Reservas ZY,Gobierno pero lenguaje gran ya nacional.,2020-01-17,2021-05-12,2020-01-07,,3770,2440,2,3,340,0,0,815
816,Sistema RRHH XX,Jóvenes entrar quiere acto constitución fernando decisión manera.,2021-10-06,2023-01-26,2021-10-12,,1946,941,2,4,333,0,0,816
817,App de Tareas KE,Propia secretario estudios hoy donde población zona mismo te.,2024-05-26,2025-03-10,2024-05-18,,3445,2883,2,4,162,0,0,817
818,Sistema ERP Alpha TG,Nuevas porque televisión más informe junto.,2022-02-20,2022-07-01,2022-02-17,,444,193,2,5,235,0,0,818
819,Sistema ERP Alpha YT,Donde operación generales e libre adelante reforma calidad.,2023-05-25,2025-04-22,2023-05-26,,1643,677,3,4,251,0,0,819
820,App de Tareas ND,Ve general aquellos asimismo ojos si orden hombres iba doctor.,2021-03-08,2023-04-29,2021-03-06,2023-05-08,2483,2168,4,3,321,10,0,820
821,Gestión Documental NJ,Llama medidas sectores cambio ahora siguientes lópez enfermedad.,2020-04-19,2021-09-23,2020-04-16,,1736,1181,2,1,456,0,0,821
822,Sistema RRHH WE,Domingo p aunque causa sistemas meses también cuando universidad.,2025-07-13,2025-12-31,2025-07-19,,1159,874,2,2,202,0,0,822
823,Gestión Documental WB,Podía parís r como yo lejos local banco oro.,2025-10-19,2025-12-31,2025-10-28,,2546,1480,3,2,294,0,0,823
824,Sistema Flotas RV,Seguir qué ideas padres.,2023-08-28,2024-09-06,2023-09-04,,1367,574,2,2,68,0,0,824
825,Sistema RRHH SB,Hoy alto presenta noviembre fuerza historia anterior vez sentido izquierda.,2021-12-06,2023-03-28,2021-12-20,2023-04-05,676,533,4,5,159,3,0,825
826,App de Tareas AV,Jóvenes torno no cuarto habla otro mucho mujer había puesto.,2025-07-28,2025-12-31,2025-08-04,,2138,2086,2,3,81,0,0,826
827,Aplicación CRM PS,Teatro posibilidad ellos otro cuerpo conjunto.,2024-03-17,2025-07-04,2024-03-20,,920,538,2,2,430,0,0,827
828,Portal Clientes TV,Presenta puso sector nivel méxico causa zonas unas.,2022-04-11,2023-09-02,2022-04-04,,2311,685,2,3,382,0,0,828
829,Sistema Flotas US,Jefe sólo busca ejército parecía problema cualquier pues hicieron realidad.,2024-09-14,2025-10-17,2024-09-22,2025-10-20,946,624,4,5,391,4,0,829
830,Plataforma Reservas NH,Baja expresión cuando tu mediante doctor jamás como.,2020-04-14,2021-11-18,2020-04-26,2021-11-28,1335,1267,4,1,352,5,0,830
831,App Inventarios RR,Campo llamado otra dar actividades comunidad pregunta buen era aún.,2021-07-26,2023-08-26,2021-07-28,,2531,2067,3,4,310,0,0,831
832,Sistema ERP Alpha QB,Qué familia gracias segunda sus color aparece material primeras supuesto.,2025-01-10,2025-12-31,2025-01-13,,1726,1570,2,2,84,0,0,832
833,Portal Clientes NW,Quiere título principio población metros.,2020-06-26,2022-05-25,2020-06-18,2022-06-01,1630,861,4,2,212,4,0,833
834,Aplicación CRM ZG,Obras valores viene puso diversos actividad pedro jóvenes juego sea.,2023-03-30,2024-06-06,2023-04-03,,1403,1105,2,5,444,0,0,834
835,Sistema RRHH DV,Millones una atrás marzo gobierno cuerpo ministerio.,2022-11-14,2024-06-13,2022-11-27,,1845,959,2,1,398,0,0,835
836,App de Tareas KZ,Debido tengo amigos mayo supuesto.,2025-03-03,2025-12-31,2025-03-13,,1498,524,2,5,381,0,0,836
837,Plataforma E-Commerce AH,Jóvenes semana nombre cual puntos mediante uso.,2023-01-19,2024-10-26,2023-01-10,2024-11-01,1524,1360,4,1,267,3,0,837
838,Sistema RRHH EO,Usted puede diversos pueblo actividades seguridad parte fueron vino muchas.,2024-03-17,2025-12-31,2024-03-23,,1742,1256,2,1,203,0,0,838
839,Plataforma E-Commerce IO,Pueden operación siete lado tomar cosas sociales mediante algún allá guerra.,2022-03-15,2024-04-20,2022-03-17,,1992,609,2,2,26,0,0,839
840,Sistema RRHH QB,Televisión era tu hacer sociales estos después cualquier.,2024-11-07,2025-12-31,2024-11-06,,1681,728,3,4,147,0,0,840
841,Plataforma E-Commerce XR,Ese actual tú pero importantes total hicieron presenta pesar.,2022-07-02,2024-02-23,2022-07-12,2024-03-01,691,475,4,5,354,2,0,841
842,Sistema RRHH NB,Fuerza cabeza días principal forma bajo.,2022-08-30,2024-02-16,2022-09-02,2023-08-06,677,274,5,5,93,2,0,842
843,Plataforma Reservas GT,Nuestras viaje visita interior b lucha días fecha suelo club.,2021-11-28,2023-09-30,2021-11-26,,2662,366,2,2,460,0,0,843
844,Plataforma Reservas KG,Origen corazón resultado casa sectores tenían importantes amigos económica trata.,2021-08-28,2023-07-22,2021-08-21,2023-07-22,1306,714,4,2,365,2,0,844
845,Sistema Flotas KS,Quienes atrás perdido realidad hemos aquellas realizar.,2023-10-14,2025-04-01,2023-10-09,,3095,2329,2,4,363,0,0,845
846,Sistema Flotas UA,Otros derechos otro tengo atención realidad llegado proceso.,2021-01-24,2022-03-04,2021-02-04,,2172,1008,2,2,23,0,0,846
847,Sistema RRHH IP,Pie iglesia conocer europea aquella unos fondo prensa.,2021-04-06,2022-12-03,2021-04-05,2022-12-08,1010,917,4,2,75,5,0,847
848,App Inventarios KF,Razones cuatro fueron miembros aquí capital ideas espera futuro mundo zonas.,2023-09-02,2025-03-25,2023-08-29,2025-03-27,1281,1223,4,2,148,3,0,848
849,App de Tareas BS,Destino esto santiago grado lópez igual.,2023-06-03,2024-08-07,2023-06-18,,3042,2714,2,4,235,0,0,849
850,Sistema Flotas SJ,Momentos les presenta pp principal francisco afirmó.,2020-05-20,2021-02-09,2020-05-31,2021-02-13,1688,1631,4,2,253,6,0,850
851,Portal Clientes EV,Martín debía blanco carta cultura alrededor i conocimiento.,2025-01-05,2025-09-06,2025-01-12,2025-09-12,413,290,4,5,308,1,0,851
852,App Inventarios GF,Cama naturaleza único suelo interior media.,2024-04-29,2025-10-03,2024-04-23,2025-10-08,1000,989,4,2,423,5,0,852
853,Sistema Flotas UL,Solamente gran director quiere manuel presenta cine.,2023-08-18,2024-11-04,2023-08-27,2024-11-11,1966,1214,4,1,438,7,0,853
854,App Inventarios SU,Tuvo cual mejor cuba corazón destino fuera juego.,2024-11-21,2025-07-25,2024-12-02,,1730,1692,2,4,56,0,0,854
855,Plataforma E-Commerce NU,Esas poder podría efecto posible.,2021-06-10,2023-07-23,2021-06-23,,763,310,2,5,355,0,0,855
856,Aplicación CRM SQ,Negro llama iglesia nacional agua aumento mitad ha rodríguez lenguaje.,2024-08-04,2025-08-28,2024-08-05,,1212,1174,3,1,19,0,0,856
857,Plataforma Reservas IZ,A octubre sus ello pacientes civil.,2023-10-14,2024-10-14,2023-10-13,2024-10-20,3254,2524,4,4,35,10,0,857
858,Sistema RRHH HI,Tierra hacer santa exterior sector servicios ojos entrar niveles.,2025-09-08,2025-12-31,2025-09-14,,3079,2004,2,3,141,0,0,858
859,Sistema Flotas HW,Mayores horas e luego éste.,2023-11-09,2024-05-15,2023-11-22,2024-05-16,823,472,4,1,314,2,0,859
860,Sistema RRHH OV,Boca e crecimiento área ser mundo ejército políticos tener mar.,2025-04-29,2025-12-31,2025-05-08,2025-11-25,988,931,4,5,248,3,0,860
861,App Inventarios CO,Los pues zona tipos plaza algunas política cuba conocimiento tú dentro.,2020-10-02,2022-11-03,2020-10-11,,3898,2161,2,3,320,0,0,861
862,App Inventarios HU,El donde mar haber nueva base.,2022-03-28,2024-07-23,2022-04-06,,3017,1357,2,4,374,0,0,862
863,Sistema ERP Alpha NY,Experiencia silencio atención lucha fueron cierto sentido aquel gonzález europea presencia.,2023-01-14,2024-11-01,2023-01-18,2024-10-25,842,370,5,1,100,4,0,863
864,Sistema RRHH IE,Gran poco razones mitad unidos septiembre paso.,2025-08-20,2025-12-31,2025-08-11,,1249,517,3,5,410,0,0,864
865,Portal Clientes BH,Bueno tuvo estos ve ejército lejos.,2024-02-11,2025-03-10,2024-02-23,2025-03-13,846,500,4,2,413,2,0,865
866,Sistema ERP Alpha ZF,Demás tu cabeza sociales dicen nuestras así psoe información algún.,2023-04-30,2024-10-19,2023-04-23,2024-10-22,1063,1043,4,5,154,3,0,866
867,App Inventarios ZC,Última esfuerzo siglo fernando buena vía llegar dirección miguel.,2021-06-01,2022-02-09,2021-05-28,2022-02-13,459,443,4,5,292,3,0,867
868,App Inventarios IN,General generales mesa quien televisión suficiente como interior libros luz m.,2024-09-13,2025-12-31,2024-09-18,,1145,641,2,4,246,0,0,868
869,Plataforma E-Commerce EP,Juego tengo dentro luego menor.,2021-12-13,2024-07-26,2021-12-28,,1086,323,2,5,457,0,0,869
870,Sistema Flotas SZ,Debía mayoría acuerdo conocimiento concepto todo.,2020-03-03,2021-07-03,2020-03-16,,1013,590,2,5,29,0,0,870
871,Sistema Flotas WH,Economía enero fue tú pero.,2025-05-16,2025-12-31,2025-05-27,,1026,1007,2,1,275,0,0,871
872,App Inventarios XS,Ya dejó aspectos calle estoy vía junio.,2020-09-20,2022-09-11,2020-09-18,,2135,802,2,3,455,0,0,872
873,Sistema Flotas EE,Quedó fecha especial no s conocer política estructura volver.,2021-08-26,2023-08-24,2021-09-04,2023-08-27,739,593,4,5,193,1,0,873
874,Aplicación CRM MT,Medios miedo manos etc menos septiembre fuentes sabe.,2023-08-27,2025-01-29,2023-09-08,2025-02-08,3444,2499,4,3,401,10,0,874
875,Plataforma E-Commerce FO,Importancia educación primeras época centro para serie dinero.,2023-03-04,2024-06-07,2023-03-03,2023-07-02,2322,649,5,2,450,5,0,875
876,Plataforma Reservas WI,Julio común pero sola deben.,2024-01-21,2024-10-11,2024-01-25,,1013,884,3,1,402,0,0,876
877,Portal Clientes KG,Luz costa hicieron sido embargo entrar aire.,2022-02-15,2022-10-18,2022-02-15,2022-10-23,715,704,4,5,248,1,0,877
878,Plataforma Reservas FJ,Alta soy participación sol lado materia incluso cosa.,2022-11-15,2024-05-31,2022-11-21,2024-06-02,2293,1814,4,3,398,5,0,878
879,Sistema ERP Alpha JC,Francia favor operación mujeres situación cuales valor calidad.,2025-07-18,2025-12-31,2025-07-17,2025-11-25,637,477,4,5,199,1,0,879
880,Sistema ERP Alpha PU,Sabía ésta puso flores esa contra ambiente zona alrededor.,2021-05-18,2022-08-22,2021-05-11,2022-02-18,2956,258,5,3,45,12,0,880
881,Portal Clientes HV,Aquí alto r son espacio partido.,2024-06-17,2025-05-04,2024-06-13,2025-05-08,2114,1802,4,2,328,7,0,881
882,App Inventarios FI,Base del unos explicó cuarto aspecto meses real dicen manuel.,2021-05-30,2023-08-06,2021-05-25,2023-08-09,1158,909,4,1,226,2,0,882
883,Portal Clientes JS,Políticas precio propios acción españoles mes fuera proyecto sean n.,2021-02-24,2021-12-07,2021-03-03,2021-12-11,609,415,4,5,287,4,0,883
884,Portal Clientes KH,Del diferentes debe uno larga cosa he acciones pasar.,2022-10-25,2025-01-14,2022-10-20,,3175,1436,2,3,361,0,0,884
885,Plataforma E-Commerce GD,Joven luego ahí estudios ley pueda trabajar hora mejores dolor experiencia.,2022-08-07,2023-10-06,2022-07-29,,3107,925,2,3,457,0,0,885
886,Sistema RRHH XN,Comenzó importancia república ello naturaleza antes habían cual.,2024-10-17,2025-12-31,2024-10-08,2025-11-25,816,584,4,1,463,3,0,886
887,Sistema Flotas GI,Respuesta vino proyecto psoe superior pueblo cuestión operación existencia pronto.,2021-06-06,2023-06-01,2021-06-07,,1313,1073,2,5,306,0,0,887
888,Plataforma E-Commerce AY,Destino ella precio algunos nunca temas sé.,2020-06-11,2022-03-29,2020-06-19,2022-04-02,560,505,4,5,102,1,0,888
889,Plataforma E-Commerce IG,Medios mes nivel humano san tema juez santa igual.,2024-06-09,2025-12-31,2024-06-08,2025-11-25,1398,1202,4,4,358,5,0,889
890,App Inventarios UH,Juicio pese club deseo volvió.,2021-03-19,2023-01-02,2021-03-28,,1716,1237,2,2,241,0,0,890
891,Aplicación CRM BJ,Aire diciembre políticas mar siendo segunda sus condiciones uso.,2025-09-12,2025-12-31,2025-09-16,,2153,586,2,2,201,0,0,891
892,Plataforma E-Commerce WU,Nuestra derechos somos visita vista cual sean las arte.,2024-06-22,2024-11-08,2024-06-26,,1319,951,2,1,244,0,0,892
893,Sistema Flotas MA,Ministro dijo solo último distintas importantes ya hora posibilidad había.,2025-11-30,2025-12-31,2025-11-24,,3237,891,2,3,394,0,0,893
894,App de Tareas TQ,Hubo r distintos oposición trabajar somos mismos.,2024-03-03,2025-07-31,2024-03-13,,1267,415,2,1,419,0,0,894
895,Sistema Flotas LE,Cuestión ser me vio casi estructura operación millones ambos solución.,2020-06-23,2021-07-10,2020-06-26,,2641,1309,2,4,273,0,0,895
896,Sistema RRHH CO,Seguridad puso alguna industria bastante.,2020-02-21,2022-01-20,2020-02-13,,2775,2535,2,2,281,0,0,896
